tweet_id,tweet_text,dateTime,author_id,retweet_count,like_count,quote_count,reply_count,UserLocation,Tweet_Place,URLs,mentions,hashtags,sentiment
1466193387535618055, Pls retweet  If offering someone a boozy drink this Xmas and they decline  Don t say something like  oh go on  it s Christmas Them saying  no  can take more strength than I hope you never have to use  People hide alcoholism through shame  Please don t tempt them  🙏,2021-12-01 23:51:58+00:00,52501403,0,0,0,0,Oxford; UK,"Oxford, England",[],['CWA'],[],positive
1466193355231084550,Rudy displaying a moonie at my mums after tea definitely the highlight of the year for me   Merry Christmas,2021-12-01 23:51:51+00:00,2872072760,0,6,0,0,"Dundee, Scotland","Dundee, Scotland",[],[],[],neutral
1466193186372702213, Pls retweet  If offering someone a boozy drink this Xmas and they decline  Don t say something like  oh go on  it s Christmas Them saying  no  can take more strength than I hope you never have to use  People hide alcoholism through shame  Please don t tempt  🙏,2021-12-01 23:51:10+00:00,52501403,0,0,0,0,Oxford; UK,"Oxford, England",[],['BTTCouncil'],[],positive
1466192999994568705,Today was mostly about Christmas and a trio of Santa’s little helpers packing boxes with lots of Christmas fun  🎄🎅 ❤️ BlackCountry ,2021-12-01 23:50:26+00:00,85905642,0,2,0,0,"Black Country, West Midlands","Dudley, England",['https://t.co/RYtMTg3ZIW'],[],['BlackCountry'],positive
1466192977416577024,Aaah  my favourite Christmas ghost story  other than Lost Hearts and Oh Whistle and I ll Come to You My Lad  ❤🎄👻 ,2021-12-01 23:50:21+00:00,1007646822066802688,0,2,0,0,"Lost in the woods, somewhere.","Braintree, East",['https://t.co/TBA5SwXdeX'],[],[],negative
1466192927961632774, pls retweet  If offering someone a boozy drink this Xmas and they decline  Don t say something like  oh go on  it s Christmas Them saying  no  can take more strength than I hope you never have to use  People hide alcoholism through shame  Please don t tempt  🙏,2021-12-01 23:50:09+00:00,52501403,0,0,0,0,Oxford; UK,"Oxford, England",[],['gracerandolph'],[],positive
1466192421356810243,Just a couple more weeks to support the Christmas fundraiser for TeaCakeArt  Please donate if you can and support this fantastic campaign by The proceeds will go towards supporting older or isolated people to create art and socialise  in the gallery or at home  ,2021-12-01 23:48:08+00:00,1395794166681161735,1,4,1,1,"St Andrews, Scotland","Saint Andrews, Scotland",['https://t.co/DbW9nuLS4v'],['newlynexchange'],['TeaCakeArt'],positive
1466192124257488901,Dining with our Chinese friends for Christmas  Haven’t laughed so much in ages ,2021-12-01 23:46:57+00:00,1437351378159030272,0,1,0,0,,Harrods Private Service Suite,['https://t.co/FWUsEMGbC5'],[],[],positive
1466192000949133319, ie  I just don t have the capacity to be angry about a Christmas party right now,2021-12-01 23:46:28+00:00,27125434,0,2,0,0,Edinburgh,"Edinburgh, Scotland",[],['jam__ie_'],[],negative
1466190767941058565,Hands down the most special week night we ve had at home as a team at Christmas  I may have shed a tear to myself again 🧡🎅🏼🎄Thank you TeamMatthews DonateLife   East Retford ,2021-12-01 23:41:34+00:00,179469966,0,0,0,0,Where it's at,"East Midlands, England",['https://t.co/Q9gEqtFp44'],[],"['TeamMatthews', 'DonateLife']",positive
1466190523748823045, My child’s book of choice before bedtime  as the Christmas books are out of storage  was Father Christmas needs a wee  By Nicholas Allan 😳,2021-12-01 23:40:36+00:00,238714054,0,1,0,1,"Sandown, England","Sandown, England",[],['Booktrust'],[],neutral
1466190480140644356,🎄 Happy 1st December lovelies    I ve decided to fill up a nail wheel with lots of Christmas nail designs  theres 18 nails on it so will do it most days leading up to Christmas 🎅  Head to Instagram now to see the first design 💅 Christmas nails,2021-12-01 23:40:25+00:00,2155186400,0,0,0,0,UK,"Timsbury, England",['https://t.co/zCIKP2z0Bj'],[],"['Christmas', 'nails']",positive
1466190405599387656,Meet some of the team at the Christmas Tree Farm  Always happy to help  thechristmastreefarm friendlystaff festiveseason happychristmas🎄 christmastrees ,2021-12-01 23:40:07+00:00,1326913787618865152,0,1,0,0,United Kingdom,"South East, England",['https://t.co/TuJP0Uz3UX'],[],"['thechristmastreefarm', 'friendlystaff', 'festiveseason', 'happychristmas', 'christmastrees']",positive
1466190344190574602,New month  amp  new offers Diffuser  amp  oil blend offer  amp Free gift with purchase 👍Bio in link or contact menealsyardremediesorganic dewsburymassage freegifts freegiftwithpurchase skincare gifts christmas ,2021-12-01 23:39:53+00:00,278246883,0,0,0,0,"Dewsbury sports centre, uk","Dewsbury, England",['https://t.co/6XClHJSOkd'],[],"['nealsyardremediesorganic', 'dewsburymassage', 'freegifts', 'freegiftwithpurchase', 'skincare', 'gifts', 'christmas']",positive
1466190261818691601,Without Johnson there would still be Christmas  Indeed it might even be a better Christmas without the self indulgent monster  So why does he pretend he s  saving Christmas  And what of all those his shoddy policies killed  Can he save those  Can he bring them back  ,2021-12-01 23:39:33+00:00,391723359,0,0,0,0,The Real World,"Reading, England",[],['BBCRadio4'],[],neutral
1466190208056152070,Shoulda got a little train for the Christmas tree 🚂 🎄,2021-12-01 23:39:20+00:00,484006603,0,4,0,0,,"Milton Keynes, England",[],[],[],negative
1466190033321439232,I ve reached the point of pandemic fatigue where I genuinely do not care at all about how many guests boris johnson did or didn t host last Christmas  I just want it to be over,2021-12-01 23:38:39+00:00,27125434,1,27,1,3,Edinburgh,"Edinburgh, Scotland",[],[],[],positive
1466189346999001102,,2021-12-01 23:35:55+00:00,582054643,0,0,0,0,"Whitwood, Castleford, England","Castleford, England",['https://t.co/vwELax9qfG'],[],[],neutral
1466189338446897153,“…with the gathering going on beyond midnight  despite a mood described by the source as “downbeat” Downbeat  eh  Oh I’m so fucking sorry  In between listening to Slade or eating the buffet  did u spare a thought for the dead   ,2021-12-01 23:35:53+00:00,20922870,0,0,0,0,Blaydon. (Scottish ex-pat),"Blaydon, England",['https://t.co/RFzU51V0Wn'],['BorisJohnson'],[],negative
1466189277709152259,Wonderful to see the amazing work of our Cardiology teams ♥️ showcased this Christmas   they have vital plans to reach more CHD children with psychological support  sooner 🤞but this will only be made possible with charitable donations  Please RT  amp  share 🙏   ,2021-12-01 23:35:38+00:00,31215211,0,10,0,0,"London, UK","Wandsworth, London",['https://t.co/i4uGadd2lv'],"['ajayding', 'jmsimpsonmd']",[],positive
1466189272097112072, Happy birthday AlisonRymes withMerry Christmas Everton🥳💃🤪,2021-12-01 23:35:37+00:00,135464053,0,0,0,0,Liverpool,"Garston, England",[],['AlanHarrison60'],[],positive
1466189223149682688,The Christmas lights in  are fabulous this year  definitely worth a trip in the evening to enjoy  ,2021-12-01 23:35:25+00:00,15037137,0,5,1,1,Coventry & Birmingham,"Coventry, England",['https://t.co/YHNv4IzsOM'],['CovCityCentre'],[],positive
1466189211988643841,Wanted to have tea in the pub before the quiz but because all the quiz teams had reserved tables we couldn’t eat  It annoyed me that they let people remake reservations but not eat  So we went home and had a fat Chinese and drank a couple bottles of wine  Merry Christmas 🎄,2021-12-01 23:35:23+00:00,65113045,0,3,0,1,"Chorley, England","North West, England",[],[],[],negative
1466188391721152515, LA1 Over the door hook  ELCOHO Christmas Wreath Hangers Metal Wreath Hook Over the Door Wreath Hanger Hanging Hook ,2021-12-01 23:32:07+00:00,65113045,0,1,0,0,"Chorley, England","North West, England",['https://t.co/wWGrPlNL89'],['AliP_LA1'],[],neutral
1466188206018281487, Unbelievable spot chief  See you over Christmas hopefully,2021-12-01 23:31:23+00:00,846734165118734337,0,1,0,1,,"Liverpool, England",[],['toobanlad'],[],negative
1466188200007897088, Fab  78 Christmas dinner sorted 👍⛄️,2021-12-01 23:31:21+00:00,137641289,0,1,0,0,United Kingdom,"West Midlands, England",[],"['FirstResFinance', 'GW_78']",[],neutral
1466187654119280646, Aw thank you Sally  You should give it a go and let me know how you find it 😁Hope you’re all good  and ready to enjoy the Christmas run in ,2021-12-01 23:29:11+00:00,115518745,0,0,0,0,No mean city,"Glasgow, Scotland",[],['SallyPlimmer'],[],positive
1466187362635943938,What’s on your Christmas wish list  christmasgifting happy1stDecember 🎄🎄🎄🎄   Check out artwork by The Connor Brothers on the Artisan Gallery website now  or pop in tomorrow and take a look for yourself ❤️    ,2021-12-01 23:28:02+00:00,562162749,0,0,0,0,London & South East,"Epping, East",['https://t.co/u2Tf2Y1ni1'],[],"['christmasgifting', 'happy1stDecember']",neutral
1466187084654333956,How many more scandals must be uncovered before Boris Johnson is forced out  It s clear to everyone that he doesn t have the moral compass  nor the discipline required JohnsonMustGoJohnsonTheCorruptPMJohnsonOutToryCriminalsToryLiesTorySleaze,2021-12-01 23:26:56+00:00,2842585511,4,7,0,0,"London, England","Lambeth, London",['https://t.co/IKO8rG7nnL'],[],"['JohnsonMustGo', 'JohnsonTheCorruptPM', 'JohnsonOut', 'ToryCriminals', 'ToryLies', 'TorySleaze']",positive
1466186986339897345,Christmas wasn t cancelled last year says  Maguire SkyNews   There I was setting up a shambles EcoLog International Covid19 testing site  an operations management module couldn t cover the crisis complexity,2021-12-01 23:26:32+00:00,722203055404511232,0,0,0,0,"Exeter, England","Exeter, England",[],"['Kevin_Maguire', 'SkyNews', 'toryboypierce', 'annabotting']",['SkyNews'],neutral
1466186746920685568,Therese Coffey says no kissing under the mistletoe  this christmas peston,2021-12-01 23:25:35+00:00,28393573,1,3,0,0,"Wales, United Kingdom","Cardiff, Wales",['https://t.co/xAMV7cyFSj'],[],['peston'],neutral
1466186443819208712,This Christmas  whatever you ve got to say to your loved one  say it with some fucking spoons Spoons SpoonsForChristmas SpoonsForLife BallsToForks ,2021-12-01 23:24:23+00:00,1645628545,0,22,0,3,"Audley, England","Audley, England",['https://t.co/8RJAiMvsif'],[],"['Spoons', 'SpoonsForChristmas', 'SpoonsForLife', 'BallsToForks']",positive
1466186284196585478,BRISTOL  Only a couple of weeks until we play The Louisiana  It s right before Christmas and probably the last time you ll see us for a couple o months so come see out 2021 with a Mosaic Party 🎟  bristolgigs bristollivemusic altrock poppunk punk ,2021-12-01 23:23:45+00:00,1217279710176129025,2,3,1,0,"Bristol, England","Yate, England","['https://t.co/5ftUX9nnu6', 'https://t.co/Pmlep69Qd0']",[],"['bristolgigs', 'bristollivemusic', 'altrock', 'poppunk', 'punk']",positive
1466185803571343361,Understanding what the song’s about  I wonder if Paddy McAloon might fancy doing a Christmas version of The King of Rock ‘n’ Roll  ,2021-12-01 23:21:50+00:00,99573768,0,0,0,0,London,"London, England",['https://t.co/9v8g8zzQhW'],[],[],neutral
1466185544204009478,Had to be done  Twinkling lights and Christmas songs on the 335th day of 2021  Think we’ve waited long enough 😉🎄 ,2021-12-01 23:20:48+00:00,2427450347,0,7,0,0,"South West, England","Plymouth, England",['https://t.co/g2pS3EnvWz'],[],[],negative
1466185314511298567,Thank you  for this big Christmas tree switch on reminder  this Saturday from 5pm with  on Chiswick High Road ,2021-12-01 23:19:54+00:00,1230076024664330240,4,10,0,0,Chiswick,"Hounslow, London",['https://t.co/1LGyVJ89Zd'],"['LondonLitesDOOH', 'SophieEB']",[],positive
1466185160848719877,michaelsheen is all over Christmas this year   See his wonderful performance of Little Town of a Bethlehem   ,2021-12-01 23:19:17+00:00,19241864,49,457,5,4,Swansea,"Black Pill, Wales","['https://t.co/bYrFOVtSOg', 'https://t.co/BxOzaLOdkK']","['carolynharris24', 'stevebalsamo']","['michaelsheen', 'GoodOmens', 'lasttraintochristmas']",positive
1466184863753678853,The guest list for my Christmas work party is a little underwhelming Attendance  1 self employed actor,2021-12-01 23:18:06+00:00,1026363638,1,38,0,3,Billericay,"Billericay, East",[],[],[],negative
1466184723126837250,Man Has Hilariously Refreshing Gay Santa Advert Complaint   UNILAD  By now you may well have seen one the more romantic Christmas adverts of the season  in which Santa gets a boyfriend  Made by the Norwegian Postal   ,2021-12-01 23:17:33+00:00,138418838,1,0,0,0,Americas | United Kingdom,"London, England",['https://t.co/YPHqHHq6WI'],[],[],positive
1466184432327528452,The sound engineer definitely OOO for Christmas,2021-12-01 23:16:23+00:00,220032915,3,34,1,0,London,"Greenwich, London",[],[],[],positive
1466184284117557251,AMAZING START TO JIMglebells2021  Over 40 subs dropped on DAY ONE  this community is outstanding  30 more days of fundraising to go  Remember  every penny the channel earns goes to charity this month  justjimcredible charitystream christmas christmasstream therapydogs,2021-12-01 23:15:48+00:00,1264126401235517440,0,3,0,1,Raccoon City,"Grimsby, England",[],[],"['JIMglebells2021', 'fundraising', 'charity', 'justjimcredible', 'charitystream', 'christmas', 'christmasstream', 'therapydogs']",positive
1466184167893446656,Ultimate Indulgent Christmas Hamper Competition £269 99 Value  giveaway win ,2021-12-01 23:15:20+00:00,106202879,0,2,0,0,"London, England","London, England",['https://t.co/pYsNLkx6fU'],[],"['giveaway', 'win']",positive
1466183859016450055,It’s Christmas time  🎅🏻🤶🏻🦌☃️❄️🎄 ♡♡♡♡Happy1stDecember2021 1stDecember2021 christmastime belper lights nofilter winter l4l likeforlike f4f followforfollow   Belper ,2021-12-01 23:14:07+00:00,825438404359884800,0,2,0,0,United Kingdom 🇬🇧,"Belper, England",['https://t.co/HCTWjK0S96'],[],"['Happy1stDecember2021', '1stDecember2021', 'christmastime', 'belper', 'lights', 'nofilter', 'winter', 'l4l', 'likeforlike', 'f4f', 'followforfollow']",neutral
1466183464982650880,👆🏼CHOC ‘N’ ROLL SHOW LIVE EP  10 HOME 🏡 ALONE…Holy Grail Popcorn 🍿 Cookies ‘n’ Cream Hot Chocolate 🍪 Choc Christmas House 🏠 Take your festive movie marathon snacks to the next level this week with Oli’s recipe inspo and test his Home Alone knowledge  🥸🤘🏼,2021-12-01 23:12:33+00:00,329638915,0,0,0,0,Cheshire,"Wilmslow, England",[],[],[],positive
1466183428131409923, I m so fucking mad I can t evenAll that time without Jennifer  confusing her with zoom calls  her birthday  mine  Christmas  dad s birthday  mother s day  Without herAnd he fucking partied,2021-12-01 23:12:24+00:00,22975508,0,3,0,1,"A galaxy far, far away","Reading, England",[],['GallusEffie'],[],negative
1466183358518542340,P5 danced themselves dizzy  Fantastic effort  We now know several Scottish dances and will practise for our parties and the Step into Christmas Competition 💃 🕺 🎉  Majella  NLStepintoChristmas ,2021-12-01 23:12:07+00:00,2861180395,1,8,0,0,"Motherwell, North Lanarkshire","Airdrie, Scotland",['https://t.co/GHhB8KlOp7'],"['NLASC_Majella', 'NLActiveschools']",['NLStepintoChristmas'],positive
1466183305561362433,  Brilliant review   PURE JOY   go get some   amp  have a super smashing Christmas 🎄😊,2021-12-01 23:11:55+00:00,20813997,0,1,0,0,mostly giving my time 2 others,"Hull, England",[],"['NorthWestEnd', 'HullTruck', 'HullTruck']",[],positive
1466183229157908491,I know we are coming up to Christmas but is one of your call handlers I ll  sounding drunk or even drugs involved  Hope not Need someone to help with a smartcard problem ,2021-12-01 23:11:36+00:00,803571353790148608,0,0,0,1,"Manchester, England","Manchester, England",[],['StagecoachGM'],[],negative
1466183067924639750, Thanks for the recommendation and an early Merry Christmas to the great team at The Shoebox  🎄,2021-12-01 23:10:58+00:00,960530466,0,1,0,0,"Charing Cross, Norwich","East, England",[],['TheShoeboxHub'],[],positive
1466182965617119233,Merry Christmas and happy New Year from the Redmoor Health team ,2021-12-01 23:10:34+00:00,842318634898853888,1,3,0,0,UK ,"Kirkham, England",['https://t.co/aTMgbfrfGh'],[],[],positive
1466182867747287043,Oneeee day just one day I’d love to enjoy Christmas and feel festive 🤞🏼,2021-12-01 23:10:10+00:00,316507661,0,0,0,0,"Portsmouth, England","Havant, England",[],[],[],positive
1466182665871233032,The Tree is up 🌲🌟Looking forward to a nice  calm  Christmas period this year 🍺 ,2021-12-01 23:09:22+00:00,497969649,0,1,0,0,"United Road, Manchester 🇾🇪","Heywood, England",['https://t.co/e3Dj5yjlh5'],[],[],positive
1466182624116973574, Oh that’s a shame  Hope you make it back before next Christmas ,2021-12-01 23:09:12+00:00,960530466,0,1,0,0,"Charing Cross, Norwich","East, England",[],['HortenseDAlton'],[],neutral
1466182570891255813,Tumble Circus Brings Back Winter Circus To Writers’ Square This Christmas ,2021-12-01 23:08:59+00:00,818231382,0,3,0,0,"Belfast, N.Ireland","Holywood, Northern Ireland",['https://t.co/gMM9PBPqTv'],[],[],neutral
1466182285439479813,  Didn’t cancel Christmas but cancelled seeing my family for the first time ever  my Dad is over 70 and I didn’t want to risk killing him or the rest of my family  So not a mug  just being sensible  I’m not the only one who did this  You’re the mug for taking covid seriously ,2021-12-01 23:07:51+00:00,20922870,0,0,0,1,Blaydon. (Scottish ex-pat),"Blaydon, England",[],"['PaulDuckett', 'hendopolis']",[],negative
1466182257077624835,  Luckily they are going to delay treatment as long as they can … currently the plan is to start chemo the middle of January so we will try and have the best Christmas we can   We are popping up to London for a couple of nights next week and will pack in lots of nice  things ,2021-12-01 23:07:45+00:00,822855514220625920,0,2,0,1,"Dorset, UK","Christchurch, England",[],"['milliemagpie92', 'TSHall70']",[],positive
1466182120276119556,Dear WhiskySanta  please may you put Christmas Cake  amp  from  under my tree  I ve been really good this year  ,2021-12-01 23:07:12+00:00,4450312480,0,0,0,0,"Bristol, England","Bristol, England",['https://t.co/gqat3800r3'],['MasterofMalt'],['WhiskySanta'],positive
1466181908874858501,While thousands were dying and we all locked ourselves up for a miserable Christmas Boris Johnson was partying in No 10 His contempt for the public knows no bounds  ,2021-12-01 23:06:22+00:00,237884963,16,23,1,2,"Fife, Scotland","Scotland, United Kingdom",['https://t.co/Lmnrl9VZn5'],[],[],negative
1466181848799846400,🎄Here’s our Christmas opening hours   bread ordering cut off dates  ,2021-12-01 23:06:07+00:00,2611049075,0,0,0,0,London,"Walthamstow, London",['https://t.co/VI9dQXMlqm'],[],[],neutral
1466181742507831297, The blessed irony🤔 Tonic wine made by monks  sold at St Enoch s Christmas market😂 happysaturnalia ,2021-12-01 23:05:42+00:00,325122285,0,2,0,1,Scotland,"Glasgow, Scotland",['https://t.co/foUr4N78Ju'],['MrInnesSmith'],['happysaturnalia'],neutral
1466181646005284876,   I’d love 💕 to win to treat my family to super M  amp  S luxuries this Christmas 💕🤞🍀🌈💝🌈🍀🤞💕💝🌈🍀🤞💕,2021-12-01 23:05:19+00:00,204951851,0,0,0,0,"Cleveleys, Lancashire","Fleetwood, England",[],"['LamppostElectri', 'SuperLuckyDi', 'TimeguardNews']",[],positive
1466181582100832269,I will be between Christmas and new year xx ,2021-12-01 23:05:04+00:00,19503350,0,4,0,0,"Hartford, England ","Uppingham, England",['https://t.co/gluPIo54cQ'],[],[],positive
1466181566783184907,Whamageddon is Bad  Listen to Last Christmas now  You won t regret it,2021-12-01 23:05:00+00:00,127598689,0,0,0,0,"Coventry, England","Bexley, London",[],[],[],negative
1466181306707070978,An ideal treat for brunch  🤩❤🌟 SMASHED AVOCADO  amp  SMOKED SALMON It s a delicious  packed with nutrients  flavourful  lovely and elegant brunch  👌 Completely irresistible  Taking CHRISTMAS  amp  BOXING DAY bookings  🥳,2021-12-01 23:03:58+00:00,1453363538785882117,0,2,0,0,"Beckenham, London, UK ","Bromley, London","['https://t.co/UHUFniH1Fh', 'https://t.co/9iCce81uK6']",[],[],positive
1466181041501229062,Diet is slowly going out the window “Fuck it it’s Christmas “🤷🏻‍♂️,2021-12-01 23:02:55+00:00,860157324,0,0,0,0,Newport S.Wales,"Alway, Wales",[],[],[],negative
1466180863394263042,Christmas special selection of chocolate peel  How about earlgrey matcha white choc cookie  dark chocolate ganache  orange white choc caramel   3 layers  WORCESTERSHIRE worcestershirehour malvernhour veganchocolate dairyfree beantobar luxurygift christmas ,2021-12-01 23:02:12+00:00,799373862072946688,1,4,1,0,Malvern uk,"Great Malvern, England",['https://t.co/O1WdyZcAb0'],[],"['earlgrey', 'matcha', 'WORCESTERSHIRE', 'worcestershirehour', 'malvernhour', 'veganchocolate', 'dairyfree', 'beantobar', 'luxurygift', 'christmas']",positive
1466180709375164419, Last years Christmas party and the old No  10 wallpaper story Is this really all the moaning  can come up with as a substitute for having its own policies on matters of today Really Do you expect to restore enough support with this tripe to get elected to government ,2021-12-01 23:01:36+00:00,599581147,0,0,0,0,Hereford,"Hagley, England",[],"['MirrorPolitics', 'UKLabour']",[],positive
1466180581012746243,It’s a Christmas miracle  ,2021-12-01 23:01:05+00:00,65585100,0,0,0,0,"Birmingham, UK","Birmingham, England",['https://t.co/PWiqntoJWR'],[],[],neutral
1466180562981474307,Striking listening to  on  discussing the downing street party last Christmas to note the absence of the usual callers saying  Leave Boris alone  he s doing his best ,2021-12-01 23:01:01+00:00,1020775983908098051,0,0,0,0,"Milton Keynes, England","Milton Keynes, England",[],"['TomSwarbrick1', 'LBC']",[],positive
1466180122193629188,The Spirit of Christmas Etiquette      Show goodwill to others  Extend Christmas invitations to all of the family  even if it is like the gathering of the United Nations  stay strong  Allow the children to help decorate the Christmas tree  no matter the result advent Etiquette ,2021-12-01 22:59:16+00:00,362400545,5,13,2,0,United Kingdom,"South West, England",['https://t.co/e3Z33okszg'],[],"['advent', 'Etiquette']",positive
1466180017805832196,   I truly hope whoever adopts this Cutie pie with one eye Hawkeye Kitty   I’d change his name  hopefully 🙏 it’s his forever home who’ll keep him Safe  amp  well for lifetime hopefully 🙏 they all deserve that  amp  not dumped once Christmas 🎄 is Over  nothing Worse than that 🐱💙❤️❤️❤️🍀,2021-12-01 22:58:51+00:00,952215413865230336,3,12,1,0,"England, United Kingdom","Salford, England",[],"['SoftSide1', 'JeremyRenner', 'hawkeyeofficial']",[],positive
1466179827057180672,Christmas tree time 🎶 🎄 ,2021-12-01 22:58:05+00:00,1039793407017791489,0,11,0,0,"Canterbury, England, UK. ","Margate, England",['https://t.co/5k9YfsSR0L'],[],[],neutral
1466179720022745096,Loved the walk to dinner  tonight  london is magical at Christmas  luxury brandambassador bankingconsultant  amp  travelblogger www sifrew com  ,2021-12-01 22:57:40+00:00,455115804,1,2,0,0,"Barbican, London EC2","London, England",['https://t.co/XGedlC7qzS'],['FischersLondon'],"['walk', 'london', 'Christmas', 'luxury', 'brandambassador', 'bankingconsultant', 'travelblogger']",positive
1466179642180653061,We re doing a Christmas countdown   a tweet a day until 25th December  Keep an eye out to see what we re recommending  amp  other fun things happening in the shop  To kick us off  here s  on a recent visit with a great stack of children s books shoplocal AdventCalendar ,2021-12-01 22:57:21+00:00,56990913,5,30,0,1,Bramhall,"Lambeth, London",['https://t.co/g3zdMUsvsv'],['JasonManford'],"['shoplocal', 'AdventCalendar']",positive
1466179414098591744, Good news  according to my advent calendar  there are only 3 days to Christmas ,2021-12-01 22:56:27+00:00,2173134933,0,2,0,0,Highlands and Islands,"Scotland, United Kingdom",[],['PrincipallyAR'],[],positive
1466178976460820480, Mocha makes a merry Christmas  ,2021-12-01 22:54:42+00:00,834395880849567745,0,0,0,0,"South East, England","Littlehampton, England",[],"['onestopstores', 'highlandlizzie']",[],neutral
1466178940784066566,Christmas Games  2 2   22 12 21   vs    SL2   19 45pm   30 12 21   vs    EOSFL   19 30pm ,2021-12-01 22:54:34+00:00,1115374276486606854,0,1,0,0,Edinburgh ,"Scotland, United Kingdom",[],"['CowdenbeathFC', 'EdinburghCityFC', 'BroxburnAthFC', 'LinlithgowRose']",[],neutral
1466178740489175048,Time to dust off my Christmas CDs  Better than listening to the crap that comes out of the radio  I can’t stand the mindless giggling that some of the presenters do ,2021-12-01 22:53:46+00:00,321228233,0,0,0,0,Wales,"Blackburn, England",[],[],"['Christmas', 'radio']",negative
1466178684310769674, Rangeley It was the end of a particularly bad film  A Castle For Christmas ,2021-12-01 22:53:33+00:00,19486018,0,1,0,0,"Fleet, Hampshire","Fleet, England",[],['Jim_Rangeley'],[],negative
1466178541008175109,CHRISTMAS GAMES  1 2   3 12 21   ratho  vs   CCFINAL   19 30pm   4 12 21     vs   CC2R   2pm   11 12 21   vs   2pm   CC2R   18 12 21   vs    EOS1db   14 30pm ,2021-12-01 22:52:59+00:00,1115374276486606854,4,9,0,0,Edinburgh ,"Newbridge, Scotland",[],"['afc_ratho', 'CraigshillAFC', 'HeriotWattUni', 'BalernoAthletic', 'CorrieDynamoFC', 'CraigshillAFC', 'PrestonAthletic', 'BShipyardFC']",[],neutral
1466178401698557954,  If I were your winner   it’s one EPIC Christmas dinner  🌟 🥘 🍾 🎉,2021-12-01 22:52:25+00:00,834395880849567745,0,0,0,0,"South East, England","Littlehampton, England",[],"['LamppostElectri', 'TimeguardNews']",[],positive
1466178349643051009,First Christmas in our new and forever home 🎄✨ ,2021-12-01 22:52:13+00:00,518080508,0,6,0,0,"Glasgow, Scotland","Scotland, United Kingdom",['https://t.co/7fZ4z2wjSw'],[],[],positive
